Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2005091992846,2005-09-09 00:00:00,2005-06-11 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),53.96,Denied,0.0,Deny,90.0,53.96
2006062008228,2006-06-19 00:00:00,2006-06-04 00:00:00,MYR,Myrtle Beach International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; PDA - Personal Data Assistants,468.42,Denied,0.0,Deny,15.0,468.42
2006022201895,2006-02-15 00:00:00,2006-01-22 00:00:00,AUS,Austin-Bergstrom International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,29.95,Denied,0.0,Deny,24.0,29.95
2008072447386,2008-07-18 00:00:00,2008-07-16 00:00:00,ORF,Norfolk International,American Airlines,Property Damage,Checkpoint,DVD/CD Players,289.0,Approved,289.0,Approve in Full,2.0,0.0
2009091763768,2009-09-14 00:00:00,2009-09-01 00:00:00,LAS,McCarran International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),53.86,Denied,0.0,Deny,13.0,53.86
1016065M,2003-10-16 00:00:00,2003-09-22 00:00:00,BOS,Boston (Logan) International Airport,America Trans Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,4118.0,Denied,4118.0,Deny,24.0,0.0
2009050658406,2009-04-20 00:00:00,2009-04-01 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,660.0,Denied,0.0,Deny,19.0,660.0
0602050L,2003-06-02 00:00:00,2003-05-14 00:00:00,TPA,Tampa International,American Airlines,Passenger Property Loss,Checked Baggage,Other,60.0,Settled,30.0,Settle,19.0,30.0
2009072961969,2009-07-28 00:00:00,2008-12-25 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Other,154.0,Denied,0.0,Deny,215.0,154.0
2007011618784,2007-01-09 00:00:00,2006-11-17 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,57.77,Denied,0.0,Deny,53.0,57.77
0731043M,2003-07-31 00:00:00,2003-06-22 00:00:00,MEM,Memphis International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),65.0,Settled,50.0,Settle,39.0,15.0
2006060107185,2006-05-30 00:00:00,2006-05-21 00:00:00,IND,Indianapolis International,Northwest Airlines,Passenger Property Loss,Checkpoint,MP3 Players-(iPods; etc),227.88,Approved,227.88,Approve in Full,9.0,0.0
2007080729764,2007-07-31 00:00:00,2007-07-26 00:00:00,ILM,Wilmington International,Delta Air Lines,Property Damage,Checked Baggage,Other,100.0,Settled,50.0,Settle,5.0,50.0
2008050643889,2008-03-27 00:00:00,2008-03-14 00:00:00,KOA,Kona International,UAL,Passenger Property Loss,Checked Baggage,Other,33.34,Denied,0.0,Deny,13.0,33.34
2005100594091,2005-10-05 00:00:00,2005-07-19 00:00:00,LGA,LaGuardia,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,102.0,Denied,0.0,Deny,78.0,102.0
2009081462631,2009-08-11 00:00:00,2008-11-18 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,70.0,Denied,0.0,Deny,266.0,70.0
2008120553133,2008-12-10 00:00:00,2008-11-27 00:00:00,PBI,Palm Beach International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,295.72,Denied,0.0,Deny,13.0,295.72
2008100950940,2008-10-07 00:00:00,2008-10-01 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,15.0,Denied,0.0,Deny,6.0,15.0
2005050984314,2005-05-06 00:00:00,2005-04-30 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),400.0,Settled,284.92,Settle,6.0,115.07999999999998
2005030476913,2005-02-01 00:00:00,2004-12-21 00:00:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Property Damage,Checked Baggage,Other,325.0,Denied,0.0,Deny,42.0,325.0
0226470M,2004-02-26 00:00:00,2004-02-07 00:00:00,MTJ,Montrose Regional Airport,UAL,Passenger Property Loss,Checkpoint,Cameras - Digital,175.0,Denied,0.0,Deny,19.0,175.0
2004062957767,2004-06-08 00:00:00,2004-04-20 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,81.2,Approved,81.2,Approve in Full,49.0,0.0
2007021520956,2007-02-13 00:00:00,2007-02-05 00:00:00,RIC,Richmond International,Jet Blue,Passenger Property Loss,Checked Baggage,Cameras - Digital,150.0,Settled,75.0,Settle,8.0,75.0
1022456M,2003-10-22 00:00:00,2003-09-14 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,350.0,Settled,175.0,Settle,38.0,175.0
2007111535049,2007-11-14 00:00:00,2005-11-14 00:00:00,HNL,Honolulu International Airport,Continental Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),301.7,Settled,50.0,Settle,730.0,251.7
2006051005788,2006-05-05 00:00:00,2006-04-29 00:00:00,MCO,Orlando International Airport,American Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),450.0,Settled,333.79,Settle,6.0,116.20999999999998
2006061908191,2006-06-16 00:00:00,2006-04-30 00:00:00,GTF,Great Falls International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,94.0,Denied,0.0,Deny,47.0,94.0
2006060707545,2006-06-05 00:00:00,2006-03-30 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),55.0,Denied,0.0,Deny,67.0,55.0
2005120196858,2005-11-18 00:00:00,2005-09-13 00:00:00,RIC,Richmond International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,26.0,Approved,26.0,Approve in Full,66.0,0.0
2006121917379,2006-12-12 00:00:00,2006-10-29 00:00:00,DCA,Ronald Reagan Washington National Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric),453.1,Denied,0.0,Deny,44.0,453.1
2007062827564,2007-06-25 00:00:00,2007-06-18 00:00:00,EWR,Newark International Airport,UAL,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),450.0,Denied,0.0,Deny,7.0,450.0
2008022540121,2008-02-13 00:00:00,2007-12-15 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,44.0,Denied,0.0,Deny,60.0,44.0
0826202M,2003-08-26 00:00:00,2003-08-09 00:00:00,FLL,Ft. Lauderdale-Hollywood International,American Airlines,Property Damage,Checkpoint,Stereo Items & Accessories,200.0,Settled,150.0,Settle,17.0,50.0
2006041204357,2006-04-06 00:00:00,2006-03-12 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,43.94,Settled,21.92,Settle,25.0,22.019999999999996
2009122366743,2009-12-16 00:00:00,2009-12-01 10:05:00,SEA,Seattle-Tacoma International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,21.55,Approved,21.55,Approve in Full,14.0,0.0
2007012919706,2007-01-19 00:00:00,2007-01-07 00:00:00,SEA,Seattle-Tacoma International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,174.08,Settled,87.04,Settle,12.0,87.04
2008040741950,2008-03-26 00:00:00,2008-02-23 00:00:00,F,Foreign airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,28.64,Denied,0.0,Deny,32.0,28.64
2008100850917,2008-09-29 00:00:00,2008-09-12 00:00:00,ALB,Albany International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.,450.0,Denied,0.0,Deny,17.0,450.0
2007091231729,2007-09-10 00:00:00,2007-08-28 00:00:00,SMF,Sacramento International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),336.34,Settled,124.5,Settle,13.0,211.83999999999997
2005092993501,2005-09-20 00:00:00,2005-07-25 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Denied,0.0,Deny,57.0,125.0
2008121953559,2008-12-10 00:00:00,2008-08-02 00:00:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),53.0,Approved,53.0,Approve in Full,130.0,0.0
2005082291164,2005-08-12 00:00:00,2005-07-16 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,200.0,Denied,0.0,Deny,27.0,200.0
2005032479679,2005-03-24 00:00:00,2004-09-28 00:00:00,CVG,Cincinnati/Northern Kentucky International,American Eagle,Property Damage,Checkpoint,Cameras - Digital,108.0,Approved,108.0,Approve in Full,177.0,0.0
2006091312511,2006-09-11 00:00:00,2006-08-24 00:00:00,PHX,Phoenix Sky Harbor International,Northwest Airlines,Property Damage,Checkpoint,Cell Phones,400.0,Denied,0.0,Deny,18.0,400.0
2008071046763,2008-07-03 00:00:00,2008-06-24 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,36.0,Denied,0.0,Deny,9.0,36.0
2009011454466,2009-01-07 00:00:00,2008-12-30 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware; Musical Instruments - Other - inexpensive $100 or less,100.0,Denied,0.0,Deny,8.0,100.0
2004062957765,2004-06-08 00:00:00,2004-04-14 00:00:00,CLT,Charlotte/Douglas International Airport,Lufthansa,Property Damage,Checked Baggage,Luggage (all types including footlockers),500.0,Settled,60.0,Settle,55.0,440.0
2006022101764,2006-02-10 00:00:00,2006-02-06 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Spirit Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),9.0,Approved,9.0,Approve in Full,4.0,0.0
2008041642659,2008-04-09 00:00:00,2008-03-20 00:00:00,DEN,Denver International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),60.0,Settled,50.0,Settle,20.0,10.0
0129016L,2003-01-29 00:00:00,2003-01-08 00:00:00,JAX,Jacksonville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,395.89,Settled,197.95,Settle,21.0,197.94
2004052753643,2004-04-20 00:00:00,2004-03-21 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,141.98,Approved,141.98,Approve in Full,30.0,0.0
2006072610057,2006-07-25 00:00:00,2006-04-15 00:00:00,ORD,Chicago O'Hare International Airport,Air France,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,153.81,Settled,105.7,Settle,101.0,48.11
2005040181075,2005-03-29 00:00:00,2005-02-28 00:00:00,F,Foreign airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Eyeglasses - (including contact lenses),459.0,Denied,0.0,Deny,29.0,459.0
2007070327835,2007-06-27 00:00:00,2007-06-06 00:00:00,ILM,Wilmington International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,782.41,Denied,0.0,Deny,21.0,782.41
2005101394548,2005-10-05 00:00:00,2005-09-03 00:00:00,RNO,Reno/Tahoe International,American Airlines,Property Damage,Checked Baggage,Baby - Strollers; car seats; playpen; etc.,100.0,Approved,100.0,Approve in Full,32.0,0.0
2008060345181,2008-05-30 00:00:00,2008-05-08 00:00:00,KOA,Kona International,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Locks,6.22,Denied,0.0,Deny,22.0,6.22
2009022755845,2009-02-10 00:00:00,2009-01-31 00:00:00,SGF,Springfield-Branson National Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.0,Denied,0.0,Deny,10.0,200.0
2005100393689,2005-09-23 00:00:00,2005-09-13 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,182.99,Settled,91.5,Settle,10.0,91.49000000000001
2007081330120,2007-08-09 00:00:00,2007-07-31 00:00:00,ABQ,Albuquerque International Sunport Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,500.0,Denied,0.0,Deny,9.0,500.0
0904042M,2003-09-04 00:00:00,2003-06-09 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,769.34,Settled,402.5,Settle,87.0,366.84000000000003
2006032403642,2006-03-21 00:00:00,2006-03-18 00:00:00,MCO,Orlando International Airport,USAir,Passenger Property Loss,Checked Baggage,Medicines,567.1,Settled,135.0,Settle,3.0,432.1
2006010699000,2005-12-29 00:00:00,2005-12-17 00:00:00,MCO,Orlando International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Other,218.83,Settled,109.42,Settle,12.0,109.41000000000001
2005121697915,2005-12-09 00:00:00,2005-08-08 00:00:00,DEN,Denver International Airport,Continental Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,188.0,Denied,0.0,Deny,123.0,188.0
2007013119957,2007-01-26 00:00:00,2007-01-04 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Locks,10.57,Approved,10.57,Approve in Full,22.0,0.0
2007050725019,2007-05-03 00:00:00,2007-03-30 00:00:00,OGG,Kahului-Maui; HI,UAL,Passenger Property Loss,Checked Baggage,Automobile Parts; Handbags & Purses (leather or fabric); Other,603.39,Settled,445.39,Settle,34.0,158.0
0328050L,2003-03-28 00:00:00,2003-03-17 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Denied,75.0,Deny,11.0,0.0
0801045M,2003-08-01 00:00:00,2003-07-24 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,140.73,Settled,70.36,Settle,8.0,70.36999999999999
2004071359119,2004-06-28 00:00:00,2004-06-01 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,70.0,Approved,70.0,Approve in Full,27.0,0.0
2006010999111,2006-01-03 00:00:00,2005-12-25 00:00:00,ELP,El Paso International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),95.0,Denied,0.0,Deny,9.0,95.0
2009081362585,2009-08-26 00:00:00,2009-02-20 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,228.0,Denied,0.0,Deny,187.0,228.0
2006020300913,2006-01-30 00:00:00,2005-11-19 00:00:00,MOB,Mobile Regional,American Airlines,Property Damage,Checked Baggage,Other,188.74,Settled,94.37,Settle,72.0,94.37
2006071309424,2006-07-10 00:00:00,2006-06-25 00:00:00,SRQ,Sarasota Bradenton International,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),31.95,Approved,31.95,Approve in Full,15.0,0.0
2008081448589,2008-08-04 00:00:00,2008-07-15 00:00:00,PDX,Portland International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Medicines,198.82,Denied,0.0,Deny,20.0,198.82
2006061908150,2006-06-15 00:00:00,2006-05-08 00:00:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,240.0,Settled,120.0,Settle,38.0,120.0
2007100533076,2007-10-05 00:00:00,2007-08-25 00:00:00,SEA,Seattle-Tacoma International,American Airlines,Passenger Property Loss,Checked Baggage,Other,43.15,Denied,0.0,Deny,41.0,43.15
2007012619621,2007-01-22 00:00:00,2007-01-14 00:00:00,EAT,Pangborn Memorial,Horizon Air,Property Damage,Checked Baggage,Electrical and Gas Appliances Minor - $200 or less (humidifiers; tv's; etc) ; Other,334.58,Denied,0.0,Deny,8.0,334.58
2006071409496,2006-07-11 00:00:00,2006-06-16 00:00:00,SEA,Seattle-Tacoma International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),62.06,Settled,50.0,Settle,25.0,12.060000000000002
2008071747051,2008-07-10 00:00:00,2008-03-25 00:00:00,MFR,Rogue Valley International,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Jewelry - Costume; Medicines,76.0,Denied,0.0,Deny,107.0,76.0
2005090692215,2005-08-30 00:00:00,2005-06-01 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Passenger Property Loss,Checkpoint,Other,75.0,Denied,0.0,Deny,90.0,75.0
2007011718883,2007-01-09 00:00:00,2006-12-30 00:00:00,OMA,Eppley Airfield,Midway Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.0,Denied,0.0,Deny,10.0,125.0
2006060107143,2006-05-30 00:00:00,2006-05-02 00:00:00,SJC,Norman Y Mineta San Jose International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,52.69,Denied,0.0,Deny,28.0,52.69
2007071228246,2007-07-09 00:00:00,2007-06-17 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,68.96,Denied,0.0,Deny,22.0,68.96
2008062746302,2008-06-23 00:00:00,2008-04-21 00:00:00,ALB,Albany International,Southwest Airlines,Passenger Property Loss,Checkpoint,Watches - Expensive more than $100,150.0,Denied,0.0,Deny,63.0,150.0
2009102664737,2009-10-19 00:00:00,2009-10-09 05:00:00,SBP,San Luis Obispo,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,20.0,Approved,20.0,Approve in Full,9.0,0.0
2005091992844,2005-09-09 00:00:00,2005-08-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,90.0,Settled,45.0,Settle,12.0,45.0
2005030776994,2005-02-03 00:00:00,2004-12-10 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,34.99,Denied,34.99,Deny,55.0,0.0
2008022540116,2008-02-20 00:00:00,2008-02-08 00:00:00,LAS,McCarran International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,199.99,Denied,0.0,Deny,12.0,199.99
2008072447346,2008-07-17 00:00:00,2007-12-13 00:00:00,IAH,Houston - George Bush Intercontinental Airport,USAir,Passenger Property Loss,Checkpoint,Jewelry - Fine,350.0,Denied,0.0,Deny,217.0,350.0
0616117L,2003-06-16 00:00:00,2003-05-09 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,400.0,Settled,198.75,Settle,38.0,201.25
2008120853174,2008-12-02 00:00:00,2008-08-28 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Medical Equipment & Insturments,410.0,Approved,410.0,Approve in Full,96.0,0.0
2006102714715,2006-10-19 00:00:00,2006-07-18 00:00:00,SMF,Sacramento International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,25.0,Approved,25.0,Approve in Full,93.0,0.0
2004043050352,2004-03-10 00:00:00,2004-01-03 00:00:00,GRR,Gerald R. Ford International Airport,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,542.85,Approved,542.85,Approve in Full,67.0,0.0
0326079L,2003-03-26 00:00:00,2003-02-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,British Airways,Passenger Property Loss,Checked Baggage,Other,106.99,Settled,54.0,Settle,26.0,52.989999999999995
